id_2;factor_expansion;ECR_1_1;ECR_5_1;EMP_1_1;EMP_2_1;EMP_3A_8;EMP_3A_32;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;GEN_0_1;GEN_1_1;GEN_2_1;EMP_3B_1;EMP_3C_32;EMP_3C_44;EMP_3C_45;EMP_3C_46;EMP_3C_47;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1_1;GEN_5_1_2;GEN_5_1_3;GEN_5_1_4;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;GEN_3_1_9;GEN_3_1_10;GEN_3_1_11;GEN_4_1;GEN_4_2;GEN_4_3;GEN_4_4;MOB_1A_1;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_2_1;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6_1_rec;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;CAR_1_1;CAR_2_1;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_8_1;CAR_8_2;PER_1_1;PER_2_1
1239;7;Si;3;Inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;No;No;No;Si;No;;;;;;;;;;Si;No;No;No;No;No;Si;;;;;;;;;;;;Tuvo que esperar;2;Femenino;35-44 años
1021;7;No;;Empleado;Entre 2.000.001 y 2.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;44;Entre 50%-74%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Importante;Muy importante;Muy importante;Importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Algo inconforme;Algo inconforme;Algo satisfecho;Algo satisfecho;Algo inconforme;Algo satisfecho;Algo satisfecho;No;;;No;;;;;;Otro;Jornada parcial;22;De acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;No;No;No;Si;No;No;No;Si;No;No;No;No;;;;;;;;Si;65;;;;;;;;No;No;No;No;No;No;No;Si;No;No;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Femenino;45-54 años
908;8;No;;Empleado;Entre 1.000.001 y 1.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a plazo fijo;Jornada parcial;20;Entre 75%-100%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Si;Muy satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;No;;;Si;Profesionales científicos e intelectuales;Contrato a honorarios;Jornada parcial;20;No incluía;Contrato a honorarios;Jornada parcial;20;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;No;Si;No;No;No;;;;;;;;Si;50;;;;;;;;Si;No;No;Si;No;No;Si;Si;No;No;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;< 35 años
1574;7;No;;Empleado;Entre 2.500.001 y 3.000.000 pesos mensuales;Educación Superior;Directores y gerentes;Contrato a plazo fijo;Tiempo completo;44;Menos del 25%;Poco relacionado;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;;Algo satisfecho;Algo satisfecho;Muy inconforme;Muy satisfecho;Algo inconforme;Algo inconforme;Muy inconforme;Algo satisfecho;Muy inconforme;Muy satisfecho;Algo satisfecho;Algo satisfecho;Si;40% Hombres y 60% Mujeres;Si;Si;Profesionales científicos e intelectuales;Contrato a honorarios;Jornada parcial;5;Entre 75%-100%;Contrato indefinido;Tiempo completo;44;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No;;;;Si;Si;No;No;No;No;No;No;No;Si;No;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;No;;;;;;;;No;No;No;Si;No;;;;;;;;No;;No;Si;Si;Si;Si;Si;Si;Si;No;No;No;No;No;No;Si;No;Si;No;Aún no ha aceptado su primer empleo en la carrera de investigador;;Femenino;35-44 años
1380;7;No;;Empleado;Entre 1.000.001 y 1.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;45;Menos del 25%;Muy relacionado;Muy importante;Moderada importancia;Muy importante;Muy importante;Muy importante;Moderada importancia;Muy importante;Muy importante;Moderada importancia;Importante;Muy importante;Importante;Muy importante;Moderada importancia;Muy importante;Muy importante;Importante;Muy importante;Muy importante;;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;No;;;No;;;;;;;;;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;No;No;No;Si;No;;;;;;;;No;;Si;Si;No;Si;Si;No;No;;;;;;;;;;;;;;Femenino;< 35 años
2151;8;No;;Empleado;Entre 1.500.001 y 2.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;45;Entre 25%-49%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Moderada importancia;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Importante;Importante;;Algo inconforme;Algo inconforme;Algo satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo inconforme;Algo satisfecho;Si;40% Mujeres y 60% Hombres;No;No;;;;;;Contrato indefinido;Tiempo completo;45;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;;Si;;;No;No;No;No;No;No;No;No;Si;No;No;Totalmente en desacuerdo;Moderadamente en desacuerdo;Levemente de acuerdo;Totalmente en desacuerdo;Si;No;Si;No;No;No;No;No;Si;Si;No;No;No;;;;;;;;Si;50;;;;;;;;Si;No;Si;Si;No;Si;Si;Si;No;No;No;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;35-44 años
1244;8;No;;Empleado;Entre 2.500.001 y 3.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;44;Entre 50%-74%;Muy relacionado;Importante;Importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Importante;Moderada importancia;;Algo inconforme;Algo inconforme;Muy satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;No;;;No;;;;;;Contrato indefinido;Tiempo completo;44;De acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;Si;Si;No;No;Sí, temporalmente;España;Si;No;Si;Si;No;No;Si;50;;;;;;;;Si;No;No;Si;Si;Si;Si;Si;No;No;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;45-54 años
115;8;No;;Empleado;Entre 1.000.001 y 1.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Jornada parcial;30;Entre 50%-74%;Muy relacionado;Moderada importancia;Importante;Importante;Importante;Importante;Importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Importante;Importante;Importante;No;Algo satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;No;;;No;;;;;;Contrato indefinido;Tiempo completo;44;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;No;Si;No;No;No;;;;;;;;Si;40;;;;;;;;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;45-54 años
2082;8;No;;Empleado;Entre 1.500.001 y 2.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a plazo fijo;Tiempo completo;44;Entre 25%-49%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;;Muy satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Si;80% Hombres y 20% Mujeres;Si;No;;;;;;;Jornada parcial;22;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Si;;;;No;Si;Si;Si;Si;Si;Si;No;Si;Si;No;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;No;;;;;;;;No;Si;No;No;Sí, temporalmente;España;No;No;No;Si;No;No;Si;70;;;;;;;;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Tuvo que esperar;3;Masculino;< 35 años
1135;7;No;;Empleado;Entre 1.500.001 y 2.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;50;Entre 50%-74%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Importante;;Algo inconforme;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Si;80% Hombres y 20% Mujeres;Si;No;;;;;;;;;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Si;;;;No;Si;No;No;No;No;No;No;No;No;No;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;No;;;;;;;;No;Si;No;No;Sí, temporalmente;Alemania;No;No;Si;Si;Si;No;Si;50;;;;;;;;Si;No;No;No;No;No;Si;Si;No;Si;Si;Tuvo que esperar;12;Femenino;45-54 años
2255;7;No;;Desempleado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contrato indefinido;Tiempo completo;44;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy de acuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;No;No;No;Si;No;;;;;;;;;;No;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;Aún no ha aceptado su primer empleo en la carrera de investigador;;Femenino;35-44 años
1300;8;No;;Empleado;Entre 4.000.001 y 4.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;44;Entre 25%-49%;Muy relacionado;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;;Algo satisfecho;Muy inconforme;Muy satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;No;;;No;;;;;;;;;De acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;No;No;No;Si;No;No;No;No;No;Si;No;No;;;;;;;;Si;25;;;;;;;;Si;No;No;No;No;No;No;No;No;No;No;Tuvo que esperar;12;Masculino;55-64 años
34;8;No;;Empleado;Entre 4.500.001 y 5.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a plazo fijo;Tiempo completo;44;Entre 25%-49%;Muy relacionado;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Importante;Importante;Muy importante;Muy importante;Muy importante;Importante;;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;No;;;No;;;;;;;;;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;Si;No;No;No;No;No;No;Si;No;No;No;Sí, temporalmente;Reino Unido;No;No;No;Si;No;No;Si;50;;;;;;;;Si;No;Si;Si;No;No;Si;No;No;No;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;35-44 años
2015;8;No;;Empleado;Entre 2.500.001 y 3.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a plazo fijo;Tiempo completo;70;Entre 50%-74%;Poco relacionado;Moderada importancia;Importante;Muy importante;Muy importante;Importante;Moderada importancia;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Importante;Muy importante;Importante;Importante;Nada importante;;Algo satisfecho;Muy inconforme;Algo inconforme;Muy satisfecho;Muy satisfecho;Algo inconforme;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Si;50% Hombres y 50% Mujeres;Si;No;;;;;;;;;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Si;;;;No;No;No;No;No;No;No;No;No;No;Si;Moderadamente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Levemente en desacuerdo;Si;No;No;No;Si;No;No;No;Si;No;No;No;No;;;;;;;;Si;20;;;;;;;;Si;No;No;No;No;No;Si;No;No;No;No;Tuvo que esperar;14;Masculino;35-44 años
1675;7;No;;Empleado;Entre 1.000.001 y 1.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a honorarios;Tiempo completo;44;Menos del 25%;Muy relacionado;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Poca importancia;Importante;Moderada importancia;;Muy inconforme;Algo inconforme;Muy inconforme;Muy satisfecho;Muy satisfecho;Algo inconforme;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Si;80% Mujeres y 20% Hombres;Si;No;;;;;;Contrato a honorarios;Jornada parcial;12;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;;;Si;;No;No;No;No;No;Si;Si;No;No;Si;No;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;No;;;;;;;;No;No;No;Si;No;;;;;;;;Si;24;;;;;;;;Si;No;No;No;No;No;No;Si;No;Si;No;Tuvo que esperar;48;Femenino;45-54 años
1483;7;Si;4;Empleado;Entre 1.000.001 y 1.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a honorarios;Jornada parcial;22;Entre 25%-49%;Muy relacionado;Muy importante;Poca importancia;Muy importante;Muy importante;Moderada importancia;Poca importancia;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moderada importancia;Si;Algo inconforme;Algo inconforme;Algo inconforme;Muy satisfecho;Algo satisfecho;Algo inconforme;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;No;;;Si;Profesionales científicos e intelectuales;Contrato a honorarios;Jornada parcial;8;Entre 75%-100%;;;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;Si;Si;No;No;Sí, temporalmente;No lo tengo definido;No;No;Si;Si;No;No;Si;50;;;;;;;;No;No;No;No;No;No;No;Si;No;Si;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Femenino;35-44 años
445;8;Si;10;Empleado;Entre 2.500.001 y 3.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;;Tiempo completo;40;Entre 25%-49%;Muy relacionado;Muy importante;Muy importante;Muy importante;Importante;Moderada importancia;Moderada importancia;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Importante;Moderada importancia;Moderada importancia;Importante;Muy importante;Muy importante;Importante;;Algo inconforme;Algo inconforme;Muy satisfecho;Muy satisfecho;Algo inconforme;;Muy satisfecho;;;Muy satisfecho;Muy satisfecho;Algo satisfecho;No;;;Si;Profesionales científicos e intelectuales;;Jornada parcial;4;Menos del 25%;;;;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;No;Si;No;No;No;No;No;No;Si;No;No;No;;;;;;;;Si;25;;;;;;;;Si;No;No;No;No;Si;Si;Si;No;No;No;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;55-64 años
142;8;No;;Empleado;Entre 2.000.001 y 2.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;44;Entre 25%-49%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moderada importancia;Moderada importancia;;Algo inconforme;Algo inconforme;Algo satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;No;;;No;;;;;;;;;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;No;;;;;;;;Si;No;No;No;No;;;;;;;;Si;50;;;;;;;;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;45-54 años
947;8;No;;Empleado;Entre 2.000.001 y 2.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;44;Entre 25%-49%;Muy relacionado;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;No;;;No;;;;;;Contrato a plazo fijo;Tiempo completo;40;De acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;Si;Si;No;No;Si;No;No;No;No;No;Si;No;;;;;;;;Si;66;;;;;;;;Si;No;No;No;No;No;Si;Si;No;No;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;35-44 años
649;7;No;;Empleado;Entre 2.500.001 y 3.000.000 pesos mensuales;Educación Superior;Directores y gerentes;Contrato indefinido;Tiempo completo;44;Menos del 25%;Poco relacionado;Importante;Importante;Importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Importante;Importante;Muy importante;Muy importante;Importante;Importante;Muy importante;Muy importante;Nada importante;Muy importante;Muy importante;;Algo satisfecho;Algo satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Si;80% Mujeres y 20% Hombres;No;No;;;;;;;;;De acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;;;;No;No;No;No;No;No;No;No;No;No;No;Si;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;No;;;;;;;;No;Si;No;No;No;;;;;;;;No;;No;Si;No;Si;No;No;No;;;;;;;;;;;;;;Femenino;45-54 años
2226;8;No;;Empleado;Entre 2.000.001 y 2.500.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato a plazo fijo;Tiempo completo;44;No incluía;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Poca importancia;;Muy satisfecho;Muy satisfecho;Algo inconforme;Algo inconforme;Muy satisfecho;Algo inconforme;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;Muy satisfecho;No;;;No;;;;;;Contrato a plazo fijo;Tiempo completo;44;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;No;No;No;No;Si;No;No;Si;Si;Si;No;Sí, temporalmente;Otros Asia;No;No;No;Si;No;No;Si;100;;;;;;;;Si;No;No;No;No;No;Si;No;No;Si;Si;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Masculino;< 35 años
2239;7;Si;3;Empleado;Entre 2.500.001 y 3.000.000 pesos mensuales;Educación Superior;Profesionales científicos e intelectuales;Contrato indefinido;Tiempo completo;44;Entre 25%-49%;Muy relacionado;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Muy importante;Importante;Nada importante;;Algo satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Muy satisfecho;Algo satisfecho;Algo satisfecho;Algo satisfecho;No;;;No;;;;;;;;;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;;;;;;;;;;;;;;;;;;;;Si;No;No;No;No;Si;No;No;Si;Si;Si;No;No;;;;;;;;Si;33;;;;;;;;Si;Si;Si;Si;Si;Si;No;Si;No;Si;No;Había aceptado un trabajo como investigador durante o antes de terminar mi grado de doctor;;Femenino;35-44 años
